label,text
A,Mooie middag bij TC ludica op universiteit Twente. Grote en kleine tenten rondom tennisbaan. #batavierenrace http://t.co/uxtE3zr9JP
A,Volg live de ontknoping van de Batavierenrace: Benieuwd naar de ontknoping van de 41ste Batavierenra... http://t.co/DUVbfVP1rQ #Enschede
A,"RT @UTNieuws: Op http://t.co/kyOeb6F1yU staat nu een album met foto's van etappe 18, de Lochemse berg, een van de zwaarste etappes van de #"
P,Lekker loopweertje voor de #batavierenrace! Volgend jaar is #MESA+ NanoLab ook (weer) van de partij. #wezijnalintraining
A,De eerste lopers worden over 15 minuten verwacht op de Markt. #batavierenrace http://t.co/SYYnzM9fK8
A,ik wou dat ik gezond en wel in enschede zou kunnen zijn #griep batavierenrace http://t.co/JpXgAfaL7j
A,RT @UTNieuws: De eerste lopers worden over 15 minuten verwacht op de Markt. #batavierenrace http://t.co/SYYnzM9fK8
A,Onze kinderen lopen nu de #Batavierenrace . 30 jaar geleden liepen wij daar en draaide het uit op een romantisch eindfeest #jubileum!
A,Volg live de ontknoping van de Batavierenrace - TV Enschede FM: TV Enschede FM Volg live de ontknoping van de... http://t.co/APuyvIqS6U
A,2013 #notdoneyear nice pic #oudemarkt #Enschede batavierenrace http://t.co/odZ3cJ4cB2
A,"Welkom op de Touringcar show @Barchem Mensen kijken wel raar, hebben ze n keer wat te zien... #batavierenrace http://t.co/BXoQlMH4Cb"
A,Zo dicht zijn we niet bij de Duitse grens geweest @DEMCON #batavierenrace http://t.co/gFEgvhaIr7
P,Diep respect voor hen die meedoen aan de #batavierenrace! Heel veel succes!
A,Aeolus aan kop in overall klassement. Voorsprong is 10 min. #batavierenrace
A,Elke keer dat ik de uitslag van @ESVNijmegen ontvang in de #batavierenrace besef ik dat ik alweer x minuten niet aan m'n thesis gewerkt heb.
A,@JoeyvanMaanen batavierenrace alwee r van start?:)
A,Welke #batavierenrace mensen rijden vanavond weer naar Nijmegen? Mag ik mee? #dtv #nijmegen
A,RT @UTNieuws: Aeolus aan kop in overall klassement. Voorsprong is 10 min. #batavierenrace
A,@SVArboricultura hoe doen jullie het met #Bata13?
A,Aufgestanden nachdem Ich um 8 im bett war :D jetzt geht's wieder weiter mit @indennatte  #batavierenrace
N,"@JLM1989 Het regent hier al de hele dag, dus goed excuus om te soggen  ) Er zit een stijgende lijn in! http://t.co/aBDhnz2Q2Q"
A,Weer terug op de UT met @sandrapool1. Nu stukje tikken van de finish op de Markt. #batavierenrace
A,Nieuw wereldrecord op de 10km gespot: http://t.co/AzyiKQsfK3 #bijnavijftigperuur :p
A,Grappig is dat de meldkamer en het wedstrijdsecretariaat van de  #batavierenrace naast de redactie zitten. #dichtbijhetvuur
A,RT @UTNieuws: http://t.co/S30wtelDGX de meeste lopers hebben de Lochemse berg achter de rug #batavierenrace
A,RT @MauriceEssers: &gt &gt  @utnieuws @batavierenrace Wellicht dat teams de borg voor de hesjes nog willen doneren? En de lopers hun rester
R,"Het is gelukt, 5.2km gerend in 10.73 per uur :) #batavierenrace"
A,RT @PGWelman: Mag vanmiddag herstart #batavierenrace verzorgen. Gemengde gevoelens. Vandaag ook verjaardag @HalloHierManon. Moet dus ff fee
C,Vandaag Batavierenrace! Veel succes @aegee. Bij een bestelling van 10 pizza's of meer 5 euro per pizza!
A,"Na een kleine 3 uurtjes en een douche klaar voor vertrek! 17.30 uur start ik voor mijn slotetappe van de #batavierenrace 7,1 km"
A,@UTNieuws: Aeolus aan kop in overall klassement. Voorsprong is 10 min. #batavierenrace
T,Nou team Paradoks is er klaar voor. Ik heb de eer gekregen om de laatste etappe te mogen lopen! #batavierenrace
R,Vannacht steentje bijgedragen aan zeer waarschijnlijk een overwinning voor uni Nijmegen! #batavierenrace #8.1km 28.32! #RU/HAN team
A,RT @rtvoost: Batavierenrace Enschede van start - http://t.co/4r3MlGNYJ2
A,De #batavierenrace camping op de #utwente campus. Wordt vast meer gefeest dan geslapen vanavond in #enschede! http://t.co/B9MmIZQplf
A,"Earned, not given. #Bata2013. I achieved 50% over my goal with my Nike+ FuelBand. #nikeplus http://t.co/Sf979GwLDA. Nike+"
A,@rene_1987 Goed gedaan. Blijft bijzonder hardlopen in het donker. #batavierenrace
A,"We zijn binnen bij de #bata2013\nPrima race 9,1 km in 48 minuten. En nu......... http://t.co/fh7m6xLVug"
A,Zometeen maar eens even kijken of ik @SVSyntaxis ga vinden op de campus bij de finish van de #Batavierenrace
A,Aankomst batavierenrace oude markt. Straks herstart http://t.co/6r8146bzEE
A,"Caf Campus kleurt volledig oranje met o.a @benniesolo, de HAN/RU-teamleider Yannick over @Batavierenrace, kijken! http://t.co/7K3Avfx1w7"
A,"RT @campusinbeeld: Caf Campus kleurt volledig oranje met o.a @benniesolo, de HAN/RU-teamleider Yannick over @Batavierenrace, kijken! http:"
A,"Netjes! @vvDrienerlo 1 kampioen in 3e klasse #amateurvoetbal. En hoe, 7-1 winst bij DZSV + extra feest tijdens de Batavierenrace."
A,"RT @Jvreeman: Netjes! @vvDrienerlo 1 kampioen in 3e klasse #amateurvoetbal. En hoe, 7-1 winst bij DZSV + extra feest tijdens de Batavierenr"
A,"RT @renepolman: We zijn binnen bij de #bata2013\nPrima race 9,1 km in 48 minuten. En nu......... http://t.co/fh7m6xLVug"
A,Van 13 km/h naar 13 b/u. #bierperuur #batavierenrace
A,We gaan lekker!! @BuitengewoonNOP #batavierenrace http://t.co/XVV2TJGaEH
A,Schijt Batavierenrace.. #oad
A,RT @enschede: Vanmiddag om 14.30 uur komen de lopers van de @Batavierenrace aan op de Oude Markt #stadvannu en om 17.00 uur vertrekken zij 
A,RT @donluca9: Van 13 km/h naar 13 b/u. #bierperuur #batavierenrace
A,Iemand bij de batavierenrace? Xx
A,Laatste loodjes van de Batavierenrace! We zijn aan de rand van Enschede! Nog n uurtje en mag ik na 16uur rijden aan het bier!
A,Vanavond naar Enschede voor een optreden bij de #batavierenrace. #mischienwelhetgrootstestudentenfeestvaneuropa? #dakeraf #dtv #bata
A,"Dagje werken zit er op, Op naar Enschede voor de BBQ en het eindfeest van de Batavierenrace met de Heeren van @indennatte ! #topavond"
A,Congres #debenelux #ELDRparty ?? Nope. It's the #Batavierenrace http://t.co/Tv9VkgYFvB
A,"@PatrickLeijzer ook hier geen twee kwartjes, maar 2 euro. Vooralsnog kom ik echter vooral halve liters Schultenbrau tegen @Batavierenrace."
A,Gezellige sfeer in de stad #enschede #batavierenrace
A,"Zo, nu genieten van de finish van de #batavierenrace op de sintelbaan. De campus op zijn best."
A,Klaar voor de herstart: Oude Markt 053. Dames @bataradio #batavierenrace http://t.co/Ai2LbfqHTz
A,Wachten op de.eerste loper bij de finish #Batavierenrace http://t.co/sfKeTfvijh
A,"Bank op de stoep, laatste stuk van de batavierenrace kijken :) #nice"
A,RT @UTNieuws: Ook op social media is #Batavierenrace het gesprek van de dag. Met tweets van o.a. @fgj_oosterveld en @AnkeWiegmans. http://t
A,Benieuwd wie winnen. Vanavond presenteer ik prijsuitreiking. RT @MauriceEssers: Wachten op finish #Batavierenrace http://t.co/jK2ityBO0U
A,"Vandaag is de Batavierenrace, grootste estafetteloop van de wereld: http://t.co/ENqRrTaTgr Zoon doet mee, zal nu wel aan het bier zitten."
A,Van start dames @bataradio #batavierenrace. Oude Markt 053 @tvefm http://t.co/gJpxovKhF1
A,Ik blijk dus op de Batavierenrace/grootste studentenfeest van Nederland te zijn #chill http://t.co/oQgS7luzjD
A,De sintelbaan op de campus van de UT is door de Antilopen komend uur omgedoopt tot pintelbaan #Batavierenrace
P,The party is about to start! #Batavierenrace
A,Warmingup #batavierenrace @bataradio Oude markt 053 @tubantia @benlensink @toonkolkman http://t.co/ipq0yvsqOW
A,"@StefOosterveld onderweg in #batavierenrace. Oogt nog ontspannen:  uiteindelijk met voetblessure 8,9 km in 1:01:59 http://t.co/DQXRZSgKbn"
A,Herstart Heren #batavierenrace @bataradio @rtvefm 053 http://t.co/jYoPH6q0wa
A,Weer helemaal wakker! Even kijken bij de finish #Batavierenrace http://t.co/Q7f1TkbaSs
A,"Op naar enschede, batavierenrace!"
A,RT @enschede: Vanmiddag om 14.30 uur komen de lopers van de @Batavierenrace aan op de Oude Markt #stadvannu en om 17.00 uur vertrekken zij 
A,I'm at Batavierenrace [pic]: http://t.co/8eVjoF9p4n
A,we zijn er! batavierenrace feest kan beginnen! (@ Universiteit Twente - @utwente) http://t.co/pdPyBlYP19
A,Laatste herstart van de vrouwen! #batavierenrace http://t.co/9Ba0e4iDUN
A,Met Aeolus de Batavierenrace 2013 gewonnen!!
A,Just completed a 6.79 km run - Batavierenrace finale etappe http://t.co/9y85lYvTL6 #RunKeeper
A,"@Aeolusrun @erikslomp @Arnemulder892 Gefeliciteerd met de winst, prachtige prestatie! #Batavierenrace"
A,"Bij de sintelbaan, finish @Batavierenrace http://t.co/NmBJS9YFGE"
A,Afsl dnst met hoogtepunten: #koninklijk #tattersall + #batavierenrace 053 Maandag terug. @wijkbothoven @enschedecentrum @fatihabouali @tvefm
A,"Zo dagje gewerkt, op naar het Vatenbierenfeest!:) #batavierenrace"
A,Team TU/e-Fontys Eindhoven has finished 2nd in the Batavierenrace! Fantastic achievement! http://t.co/byodsIybR0  #Bata @tuecursor @Fontys
A,Twee van onze kids hebben vandaag meegedaan met de Batavierenrace. Wij houden het bij een flinke wandeling door Helmond. Ook leuk!
A,Stagezaken.nl Batavierenrace Enschede van start: Elk jaar rennen bijna 8.500 studenten ... http://t.co/OyHUyOcHEM http://t.co/zjBHx74PC7
A,Twee van onze kids hebben vandaag meegedaan met de Batavierenrace. Wij houden het bij een flinke wandeling door Helmond. Ook leuk!
A,Nijmegen wint 41e editie Batavierenrace: Het team hardlopers van de Radboud Universiteit en de... http://t.co/FeHlppCLwv #nultweevier
A,Nijmegen wint 41e editie @Batavierenrace: Het team hardlopers van de Radboud Universiteit en de... http://t.co/1SKa76Im92 #nultweevier
A,RT @Nultweevier: Nijmegen wint 41e editie @Batavierenrace: Het team hardlopers van de Radboud Universiteit en de... http://t.co/1SKa76Im92 
A,RT @Nultweevier: Nijmegen wint 41e editie @Batavierenrace: Het team hardlopers van de Radboud Universiteit en de... http://t.co/1SKa76Im92 
A,Batavierenrace 2013 - biggest student relay race in the world was in the University of Twente! axsham partiden shekiller yukleyejem  )
A,Zo meteen online op http://t.co/DSwCDfLbsu: de laatste foto's van de finish en een verhaal over de winnaars! #batavierenrace
A,"Hulde voor de fotografen Gijs en Arjan, die de hele #batavierenrace voor UT-Nieuws coverden. Arjan liep ondertussen ook nog een nachtetappe!"
A,Kijk ook voor sfeerimpresssie foto's van @gijsvofoto  #batavierenrace op de Markt op https://t.co/ynOxSb8fhE
A,"Snelste lopers kwijt aan 2 topteams, maar @DSZWAVE toch 54e vd 360 teams bij de #Batavierenrace. Alleen in 2008 betere notering (43e) #Bata"
A,TV Enschede FM feliciteert de makers van @BataRadio met hun marathonuitzending #Batavierenrace - Geweldig gedaan! Volgend jaar weer? #tvefm
A,RT @UTNieuws: Kijk ook voor sfeerimpresssie foto's van @gijsvofoto  #batavierenrace op de Markt op https://t.co/ynOxSb8fhE
A,"RT @MikeVerkouter: Politie blij, lopers blij, hulde voor organisatie @Batavierenrace en @UTwente. Nu batafeest + 13.000 studenten blij! htt"
A,Nog even de laatste stukkies online #batavierenrace. Net heerlijk aan de patat met @sandrapool1.
A,"Oef, dat was een zware, maar wel erg mooie slotetappe tijdens de #batavierenrace met een 3e plek!"
A,"Gefeliciteerd Nijmegen, met het winnen van de universiteitscompetitie #bata2013"
A,"De 41e Batavierenrace is gewonnen door Nijmegen, op ruime afstand gevolgd door Eindhoven en Wageningen. (voorlopige uitslag)"
A,RT @SSCEindhoven: Team TU/e-Fontys Eindhoven has finished 2nd in the Batavierenrace! Fantastic achievement! http://t.co/byodsIybR0  #Bata @
A,Team Aeolus uit Enschede wint 41ste Batavierenrace http://t.co/8OFYmOr2xg #tvefm #enschede #batavierenrace #bata @Aeolusrun @SNOTRunningteam
A,"RT @Batavierenrace: De 41e Batavierenrace is gewonnen door Nijmegen, op ruime afstand gevolgd door Eindhoven en Wageningen. (voorlopige uit"
A,Nijmeegse studenten winnen 41e Batavier... http://t.co/YokljHXnI9
A,Nijmeegse studenten winnen 41e Batavierenrace. http://t.co/ZG21mUJbWR
A,Nijmeegse studenten winnen 41e Batavierenrace: NIJMEGEN - De Nijmeegse studententeams hebbe... http://t.co/bbvGVaSGoN #apeldoorn #nieuws
A,Nijmeegse studenten winnen 41e Batavierenrace: NIJMEGEN - De Nijmeegse studententeams hebben samen de 41e... http://t.co/kgTlVZgSN7
A,Nijmeegse studenten winnen 41e Batavierenrace http://t.co/HhhX2fPZKd
A,NIJMEGEN  De Nijmeegse studententeams hebben samen de 41e Batavierenrace gewonnen. Zij werden op ruime afstand... http://t.co/QK8CILwC1J
A,RT @Nultweevier: Nijmegen wint 41e editie @Batavierenrace: Het team hardlopers van de Radboud Universiteit en de... http://t.co/1SKa76Im92 
A,Nijmeegse studenten winnen 41e Batavierenrace: NIJMEGEN - De Nijmeegse studententeams hebben samen de 41e... http://t.co/4OrFeKlocO
A,Nijmeegse studenten winnen 41e Batavierenrace: NIJMEGEN - De Nijmeegse studententeams hebben samen de 41e... http://t.co/xZXiTojVac
P,"Son H. participated in the Batavierenrace, a relay race over 175 km http://t.co/vujgmZNyju He is taking a beer at this moment #party"
A,Nijmeegse studenten winnen 41e Batavierenrace: De Nijmeegse studententeams hebben samen de 41e Batav... http://t.co/aKhvJJ3Vot #Enschede
A,RT @nieuws_enschede: Nijmeegse studenten winnen 41e Batavierenrace: De Nijmeegse studententeams hebben samen de 41e Batav... http://t.co/aK
A,Na een rustig verlopen @batavierenrace voor de wedstrijdleiding nu in de Intercity op weg naar huis
A,"@bartlup""@dgnijmegen: Nijmeegse studenten winnen 41e Batavierenrace: NIJMEGEN - De Nijmeegse studententeams hebben..http://t.co/LIimuyYh4R""
A,Nijmeegse studenten winnen 41e Batavierenrace: De Nijmeegse studententeams hebben samen de 41e Batavie... http://t.co/V4x3trPoPJ #Vallei
A,""Wow, 12e plek bij de @batavierenrace. Trots! Was weer geweldig georganiseerd! #bata"
A,"Met 25.21min over 7,1km toch nog 6sec sneller dan vorig jaar op de slotetappe! #batavierenrace"
A,RT @UTNieuws: Kijk ook voor sfeerimpresssie foto's van @gijsvofoto  #batavierenrace op de Markt op https://t.co/ynOxSb8fhE
A,RT @dgnijmegen: Nijmeegse studenten winnen 41e Batavierenrace: NIJMEGEN - De Nijmeegse studententeams hebben samen de 41e... http://t.co/4O
A,Verdorie. Volgend jaar ga ik ook maar eens iets van die #Batavierenrace-sfeer proeven.
A,Aeolus Enschede wint Batavierenrace 2013 - http://t.co/jh8a4YxCBt
A,Aeolus #Enschede wint Batavierenrace 2013 http://t.co/LNxmIpZW13
A,"Dat was best leuk #batavierenrace Volgend jaar wat meer trainen en dan kan ik zo met de eerste 200 mee  ) 'mama, je was bijna laatste!' 10.6"
A,Aeolus Enschede wint Batavierenrace 2013 http://t.co/N2dAan7klv #provincie #nieuwsoverijssel #nieuws
A,Aeolus Enschede wint Batavierenrace 2013 http://t.co/EIIYV2bauf #salland #nieuws
A,Aeolus Enschede wint Batavierenrace 2013: Aeolus Enschede heeft in het algemeen klassement de Batavierenrace g... http://t.co/fbRuUM2y2u
A,Aeolus Enschede wint Batavierenrace 2013: Aeolus Enschede heeft in het algemeen klassement de Batavierenrace g... http://t.co/WzB66qmobD
A,Nijmeegse studenten winnen 41e Batavierenrace: NIJMEGEN - De Nijmeegse studententeams hebben samen de 41e... http://t.co/YWKh3mDf1Z
A,Regio nieuws: Aeolus Enschede wint Batavierenrace 2013 http://t.co/uaY43yf4Hh #hengelo #twente
A,Regio Nieuws Aeolus Enschede wint Batavierenrace 2013 http://t.co/VS5zYMmikn #rtvoost #deventer
A,OVERIJSSEL:  Aeolus Enschede wint Batavierenrace 2013 http://t.co/Igst37MDmC
A,RT @nieuws024: Nijmeegse studenten winnen 41e Batavierenrace: NIJMEGEN - De Nijmeegse studententeams hebben samen de 41e... http://t.co/xZX
A,RT @dgnijmegen: Nijmeegse studenten winnen 41e Batavierenrace: NIJMEGEN - De Nijmeegse studententeams hebben samen de 41e... http://t.co/4O
A,"@_WhiteMark Nee, batavierenrace afterparty. Paar duizend studenten uit heel nederland"
A,Aeolus Enschede wint Batavierenrace 2013 http://t.co/VQ14bK6X18 #NieuwsOverijssel #Twente
A,Prijsuitreiking straks wordt dus extra feest. :D RT @rtvoost: Aeolus Enschede wint \n#Batavierenrace 2013 - http://t.co/aSipmKO2BT
A,"Vandaag liepen Mila-atleten Wouter, Branco en Arne de Batavierenrace voor @utsaxionteam. Ze werden 6e na 175 km."
A,Aeolus Enschede wint Batavierenrace 2013 - Aeolus Enschede heeft in het algemeen klassement de Batavierenrace gewo... http://t.co/3rTORglRF1
A,RT @enschede: Vanmiddag om 14.30 uur komen de lopers van de @Batavierenrace aan op de Oude Markt #stadvannu en om 17.00 uur vertrekken zij 
A,RTV Oost: Aeolus Enschede wint Batavierenrace 2013 http://t.co/v0HxHvRQK6
A,Aeolus Enschede wint Batavierenrace 2013: Aeolus Enschede heeft in het algemeen klassement de Batavierenrace g... http://t.co/YBoQHao4d1
A,Aeolus #Enschede wint Batavierenrace 2013: Aeolus #Enschede heeft in het algemeen klassement de Bata... http://t.co/tmmmt7nNt0 #Enschede
A,Aeolus Enschede wint Batavierenrace 2013: Aeolus Enschede heeft in het algemeen klassement de Batavierenrace g... http://t.co/dxCg8XvPp0
A,Aeolus Enschede wint Batavierenrace 2013: Aeolus Enschede heeft in het algemeen klassement... http://t.co/yBuMBZpAdG #nieuws #Overijssel
A,"RT @Batavierenrace: De 41e Batavierenrace is gewonnen door Nijmegen, op ruime afstand gevolgd door Eindhoven en Wageningen. (voorlopige uit"
A,Aeolus Enschede wint Batavierenrace 2013: http://t.co/Tn18jeBpr8 #rtvoost
A,Weer onderweg naar huis. Van een zeer geslaagde #Bata13! Wij zijn 211 vd 350 geworden. Op n etappe zelfs 2de snelste! #Trots! #Arnhem
A,"Lekkere muziek bij de #bata2013, goed hoorbaar @parkdekotten :)"
A,Aeolus Enschede wint Batavierenrace 2013 - Aeolus Enschede heeft in het algemeen klassement de Batavierenrace gewo... http://t.co/hFluP8lJtE
A,Terug van een fantastische #Bata2013 ! TU-team 2e en zelf 8e met Team-Eindhoven. Geweldige organisatie en inzet van iedereen!
A,@martwaterval @Batavierenrace je broertjes hebben t iig wel heel goed gedaan :)
A,Gefeliciteerd! @hannl@MVenhovens: Nice team @RUNijmegen &amp  @HANnl hebben de eerste plek behaald van #BATA13! #Gefeliciteerd
R,"Mijn etappe van 8, 8 km afgerind met 14,28 km/h gemiddeld. Nu grolsch zupen voor het leven. Wat een feest. #batavierenrace"
A,RT @MVenhovens: Weer onderweg naar huis. Van een zeer geslaagde #Bata13! Wij zijn 211 vd 350 geworden. Op n etappe zelfs 2de snelste! #Tr
A,RT @nieuws_nijmegen: Nijmeegse #studenten winnen 41e Batavierenrace http://t.co/KffkUfYPUH #nijmegen
A,"RT @Batavierenrace: De 41e Batavierenrace is gewonnen door Nijmegen, op ruime afstand gevolgd door Eindhoven en Wageningen. (voorlopige uit"
A,RT @MiriamLuizink: De #batavierenrace camping op de #utwente campus. Wordt vast meer gefeest dan geslapen vanavond in #enschede! http://t.c
A,Batavierenrace hollee
A,Aeolus Enschede wint Batavierenrace 2013: Aeolus Enschede heeft in het algemeen klassement de Batavierenrace g... http://t.co/E5bzf6EvvL
A,"#batavierenrace #studentenloop Universiteit Nijmegen/HAN wint 41e! Gefeliciteerd mensen. Gevolgd via de site, wat een prachtig evenement!!"
A,Feestje hoor. Zo prijsuitreiking presenteren. #batavierenrace - http://t.co/CWeMf9iRPX
A,"RT @zwemtoerist: Snelste lopers kwijt aan 2 topteams, maar @DSZWAVE toch 54e vd 360 teams bij de #Batavierenrace. Alleen in 2008 betere not"
A,RT @MVenhovens: Nice team @RUNijmegen &amp  @HANnl hebben de eerste plek behaald van #BATA13! #Gefeliciteerd
A,RT @regio_eindhoven: Nijmeegse #studenten winnen 41e Batavierenrace http://t.co/hFUTgy8289 #eindhoven
A,"Helemaal gebroken en met spierpijn in bed na een geslaagde batavierenrace!! Op naar volgend jaar, alleen dan misschien wel trainen!"
A,"Nijmegen wint 41e Batavierenrace: Het RU/HAN Team uit Nijmegen heeft de 41e editie van de Batavierenrace, s we... http://t.co/5mmpxJYuJN"
A,RU/HAN Team wint Batavierenrace http://t.co/WEGIE3yf0H #arnhem #gemeentearnhem #nieuws
A,RU/HAN Team wint Batavierenrace http://t.co/d8aJjbmtkK #gelderland #gelderlandnieuws #arnhem
A,RU/HAN Team wint Batavierenrace http://t.co/0eNBjsOqgD
A,RU/HAN Team wint Batavierenrace http://t.co/rQVHHEblzl
A,RU/HAN Team wint Batavierenrace http://t.co/7cr2kTvvJX
A,RT @zekerwelNL: #Nijmegen wint Batavierenrace http://t.co/fNsr6TpmYq #ZEKERWEL #Eindhoven #Wageningen #Twente #studenten #student #sport #h
A,RU/HAN Team wint Batavierenrace: NIJMEGEN / ENSCHEDE - De gezamenlijke ploeg van de Radboud Universiteit (RU) en... http://t.co/ilbtgKwWA5
A,Feestje hoor. Zo prijsuitreiking presenteren. #batavierenrace - http://t.co/JHkpRjtIbG
A,RU/HAN Team wint Batavierenrace: De gezamenlijke ploeg van de Radboud Universiteit (RU) en de Hogescho... http://t.co/FJdKDHBAms #Vallei
A,Winnaar #batavierenrace 2013 op podium: Aeolus - http://t.co/PyM54QobWk
A,Omroep Gelderland: RU/HAN Team wint Batavierenrace http://t.co/ztxlVxcYSW #Nijmegen
A,RU/HAN Team wint Batavierenrace http://t.co/a4QoSIxbeu
A,GELDERLAND:  RU/HAN Team wint Batavierenrace http://t.co/vW60VwCxAY
A,@annewilneervens @vitamientje @gersonveenstra  en wie wint er? :)@OmroepGLD: RU/HAN Team wint Batavierenrace http://t.co/to1Ig8jU1d
A,Op dit moment zijn we de nachteditie van de uitslagenkrant van de 41ste editie van de Batavierenrace aan het... http://t.co/Xg95hwMvmg
A,"Nijmegen wint 41e Batavierenrace: Het RU/HAN Team uit Nijmegen heeft de 41e editie van de Batavierenrace, s we... http://t.co/8i5kwYZZIp"
A,Fotopost: Nijmegen wint 41e Batavierenrace:  http://t.co/7siH3Mryj5
A,RT @OmroepGLD: RU/HAN Team wint Batavierenrace http://t.co/a4QoSIxbeu
A,Nijmegen wint 41e Batavierenrace #newslocker http://t.co/ql32keLnvA
A,RT @dgnijmegen: Nijmeegse studenten winnen 41e Batavierenrace: NIJMEGEN - De Nijmeegse studententeams hebben samen de 41e... http://t.co/4O
A,"Batavierenrace: Aeolus wint overall, Nijmegen de universiteitcompetitie http://t.co/VN1o8wMr2E #atletiek"
A,"Fotopost: Batavierenrace: Aeolus wint overall, Nijmegen de universiteitcompetitie:  http://t.co/HcisRlvI0E"
A,Universiteit Nijmeegse studenten winnen 41e Batavierenrace - De Gelderlander: Het universiteitsklassement is g... http://t.co/JRaZMsHRit
A,RT @skyflynl: Het grootste studentenfeest van Benelux #batavierenrace #batavierenfeest @skyflynl #DJ shows en event techniek  http://t.co/Z
A,"RT @Carda: Lekkere muziek bij de #bata2013, goed hoorbaar @parkdekotten :)"
A,RT @CaspervdPutten: Terug van een fantastische #Bata2013 ! TU-team 2e en zelf 8e met Team-Eindhoven. Geweldige organisatie en inzet van ied
A,RT @CaspervdPutten: Terug van een fantastische #Bata2013 ! TU-team 2e en zelf 8e met Team-Eindhoven. Geweldige organisatie en inzet van ied
A,"RT @Carda: Lekkere muziek bij de #bata2013, goed hoorbaar @parkdekotten :)"
A,@hatavitla Potverdikkie! Was de Batavierenrace vandaag?
A,"US 88e bij de Batavierenrace na knappe slotetappes van christel en piet, die 2 etappes 's middags liep."
A,Nijmeegse studenten winnen 41e Batavierenrace:  http://t.co/c2OMHwrd74 Nijmegennieuws.nl
A,RU/HAN Team wint Batavierenrace:  http://t.co/tWov237Uze Nijmegennieuws.nl
A,"fiets totaal vernield, jas leeggeroofd, hele avond geen bereik, het was weer batavierenrace."
A,dgnijmegen: Nijmeegse studenten winnen 41e Batavierenrace: NIJMEGEN - De Nijmeegse studententeams hebben samen de ... http://t.co/7Yk894QDWs
A,RT @tvefm: Team Aeolus uit Enschede wint 41ste Batavierenrace http://t.co/8OFYmOr2xg #tvefm #enschede #batavierenrace #bata @Aeolusrun @SNO
A,MSG was ook dit jaar goed vertegenwoordigd bij de batavierenrace. http://t.co/A0o9jmcjvf
A,"Batavierenrace, wt een topfeest!"
A,Conclusie van het batafeest is dat alles pijn doet en mijn handen branden door de kou #bata2013
A,Nu echt gaan slapen!! Was superleuk en gezellig de Batavierenrace :-D Feest was ook top!!!
A,Batavierenrace 2013 van astmaniregent http://t.co/Vw7Q5iZklP
A,"Zo, weer bezig met de terugreis vanuit Twente. Batavierenrace was awesome, trots op eigen tijd en heel het Unitas team ^^"
A,"RT @losseveter: Batavierenrace: Aeolus wint overall, Nijmegen de universiteitcompetitie http://t.co/VN1o8wMr2E #atletiek"
A,Nijmegen wint 41e @Batavierenrace voor teams van Eindhoven en Wageningen. Mooie foto's! https://t.co/TFV3CWx5po #Hardlopen #Avontuur
A,Op de terugweg vanaf Enschede naar huis na een mooi afsluitend feest van de batavierenrace!
A,Nijmegen wint 41ste Batavierenrace http://t.co/RHFVW0Rhe1 via @sharethis @Batavierenrace
A,Gefeliciteerd RU/HAN Team Nijmegen! Winnaar  #Batavierenrace met 10:27:23. Jullie hebben ondertussen toch wel van #DRU #Achterhoek genoten?
A,"""RT @rilonl: De @Batavierenrace in Ulft: vroeg, druk &amp  gewoon een goed georganiseerd""zooitje ongeregeld""!! http://t.co/ZlRpjhGk1h http:"""
A,"""RT @rilonl: De @Batavierenrace in Ulft: vroeg, druk &amp  gewoon een goed georganiseerd""zooitje ongeregeld""!! http://t.co/ZlRpjhGk1h http:"""
A,Met de Batavierenrace achter de rug nu op naar Aalten! Microfonist op de motor bij de Ronde van Aalten.
A,"Telefoon verloren bij het wisselpunt van de batavierenrace, gelukkig weer terug!"
A,Fotopost: Nijmegen wint 41ste Batavierenrace:  http://t.co/kWzNfyq0cc
A,WP26 is nu ook digitaal beschikbaar! Veel lees- en kijkplezier gewenst! https://t.co/794vB5Nk95
A,"Zo, weer onderweg naar groningen na een slopend maar heel leuk weekend #batavierenrace"
A,Weer ontwaakt na een dag bouwen #batavierenrace #batavierenfeest
A,Te day after # batavierenrace en gelijk weer door met de voorbereidingen voor #Koninginnedag'13 / #AbdicatiedagBea / #InhuldigingWA
A,The day after #Batavierenrace gelijk weer door met de voorbereidingen voor #koninginnedag / #abdicatieBea / #InhuldigingWA
A,Wageningse studenten derde in 41e Batavierenrace: NIJMEGEN - Een team van Wageningse studenten is derde geworden... http://t.co/QRG82SbEgU
A,Wageningse studenten derde in 41e Batavierenrace: NIJMEGEN - Een team van Wageningse studenten is derde geworden... http://t.co/pDxIs3WxHS
A,Wageningse studenten derde in 41e Batavierenrace: Een team van Wageningse studenten is derde geworden ... http://t.co/ganbxUNt7X #Vallei
A,@runningplus: Nijmegen wint 41ste Batavierenrace http://t.co/jTlzFTsKDi via @sharethis @Batavierenrace
A,Wageningse studenten derde in 41e Batavierenrace: NIJMEGEN - Een team van Wageningse studen... http://t.co/Dhm6UDYXVj #apeldoorn #nieuws
A,"41e batavierenrace was zeker geslaagd! Lekker gelopen, mooi feestje. Volgend jaar sowieso weer!"
A,Wageningse studenten derde in 41e Batavierenrace - NIJMEGEN - Een team van Wageningse studenten is derde geword... http://t.co/RobJmBt2BU
A,@Dorraaay misschien mensen van de batavierenrace? Of kinderen als in &lt 18
